                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.64585,                 5.2409,                 1.1782,                0.00042,                   0.05,                0.00202,                0.00151,                 1.2641,                 4.8449,                 1.1923,                      0,                      0,                      0
                      1,                0.83865,                 5.7734,                 1.3442,                0.00056,                0.06667,                0.00216,                0.00152,                 1.2785,                 4.8502,                 1.1946,                      0,                      0,                      0
                      2,                 0.9204,                 5.7304,                  1.343,                0.00056,                0.06667,                0.00216,                0.00153,                 1.2995,                 4.8307,                 1.2076,             1.0722e-06,             1.0722e-06,             1.0722e-06
                      3,                 1.0166,                 6.0469,                 1.2649,                0.00056,                0.06667,                0.00239,                0.00174,                  1.311,                 4.8146,                 1.2155,             1.9088e-06,             1.9088e-06,             1.9088e-06
                      4,                 1.1616,                 6.1855,                 1.2858,                0.00056,                0.06667,                0.00239,                0.00175,                 1.3286,                 4.7882,                 1.2229,             2.5097e-06,             2.5097e-06,             2.5097e-06
                      5,                0.92797,                 6.0431,                 1.1929,                0.00056,                0.06667,                0.00305,                0.00226,                 1.3358,                 4.7738,                 1.2198,              2.875e-06,              2.875e-06,              2.875e-06
                      6,                0.85705,                 6.0399,                 1.2256,                0.00056,                0.06667,                0.00437,                0.00338,                 1.3097,                 4.8113,                 1.2039,             3.0048e-06,             3.0048e-06,             3.0048e-06
                      7,                0.88101,                 5.7417,                 1.3764,                0.00056,                0.06667,                0.00436,                0.00335,                 1.3044,                 4.8224,                 1.2007,             2.8988e-06,             2.8988e-06,             2.8988e-06
                      8,                0.78901,                  5.776,                 1.2263,                0.00056,                0.06667,                0.00436,                0.00334,                 1.3092,                 4.8049,                 1.2032,             2.5573e-06,             2.5573e-06,             2.5573e-06
                      9,                0.98035,                 5.8653,                 1.2607,                0.00042,                   0.05,                0.00427,                0.00373,                 1.3244,                 4.7787,                 1.2156,             1.9802e-06,             1.9802e-06,             1.9802e-06
                     10,                0.87342,                 5.8167,                 1.3686,                0.00056,                0.06667,                0.00357,                0.00269,                 1.3153,                 4.7911,                 1.2149,             1.1674e-06,             1.1674e-06,             1.1674e-06
                      1,                0.83865,                 5.7734,                 1.3442,                0.00056,                0.06667,                0.00216,                0.00152,                 1.2785,                 4.8502,                 1.1946,                      0,                      0,                      0
                      2,                 0.9204,                 5.7304,                  1.343,                0.00056,                0.06667,                0.00216,                0.00153,                 1.2995,                 4.8307,                 1.2076,             1.0722e-06,             1.0722e-06,             1.0722e-06
                      1,                0.64585,                 5.2409,                 1.1782,                0.00042,                   0.05,                0.00202,                0.00151,                 1.2641,                 4.8449,                 1.1923,                      0,                      0,                      0
                      2,                 1.0002,                 5.3107,                 1.3678,                0.00042,                   0.05,                0.00185,                0.00118,                 1.2901,                 4.8303,                 1.2084,             6.0095e-07,             6.0095e-07,             6.0095e-07
                      1,                0.72426,                 5.7615,                 1.2529,                0.00042,                   0.05,                0.00202,                0.00149,                 1.2781,                 4.8557,                 1.1914,                      0,                      0,                      0
                      2,                0.90105,                 5.8003,                 1.3015,                0.00056,                0.06667,                0.00239,                0.00169,                 1.2927,                 4.8396,                 1.2051,             1.0722e-06,             1.0722e-06,             1.0722e-06
                      3,                0.79419,                 5.7541,                 1.1919,                0.00056,                0.06667,                0.00239,                 0.0017,                  1.306,                 4.8218,                 1.2139,             1.9088e-06,             1.9088e-06,             1.9088e-06
                      4,                0.95814,                 5.7384,                 1.3249,                0.00056,                0.06667,                 0.0024,                0.00171,                 1.3274,                 4.8054,                  1.224,             2.5097e-06,             2.5097e-06,             2.5097e-06
                      5,                0.80532,                 5.7416,                   1.29,                0.00056,                0.06667,                 0.0024,                0.00171,                 1.3457,                  4.787,                 1.2246,              2.875e-06,              2.875e-06,              2.875e-06
                      6,                0.91682,                 5.8764,                 1.2405,                0.00056,                0.06667,                 0.0024,                0.00173,                 1.3586,                  4.767,                 1.2235,             3.0048e-06,             3.0048e-06,             3.0048e-06
                      7,                0.83029,                 5.7618,                 1.2754,                0.00056,                0.06667,                0.00268,                 0.0022,                 1.3559,                 4.7643,                 1.2283,             2.8988e-06,             2.8988e-06,             2.8988e-06
                      8,                0.90061,                 5.8612,                 1.2635,                0.00056,                0.06667,                0.00305,                0.00255,                   1.35,                 4.7567,                  1.228,             2.5573e-06,             2.5573e-06,             2.5573e-06
                      9,                0.78759,                 5.7604,                 1.2028,                0.00056,                0.06667,                0.00305,                0.00256,                 1.3334,                  4.799,                 1.2221,             1.9802e-06,             1.9802e-06,             1.9802e-06
                     10,                0.81525,                  5.773,                 1.2106,                0.00056,                0.06667,                0.00305,                0.00229,                 1.3257,                 4.8127,                 1.2185,             1.1674e-06,             1.1674e-06,             1.1674e-06
